Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Int,Tkl+Int,Clr,Err
Roberto Pereyra,ar ARG,"DF,MF",Udinese,32-102,1991,23.5,1.36,0.81,0.72,0.51,0.13,0.6,1.96,0.94,0
Matteo Ruggeri,it ITA,"DF,MF",Atalanta,20-282,2002,9.2,1.85,1.3,0.54,0.98,0.33,1.3,3.15,1.74,0
Stephan El Shaarawy,it ITA,"DF,MF",Roma,30-174,1992,12.9,1.16,0.62,0.47,0.54,0.16,1.09,2.25,0.7,0
Filippo Terracciano,it ITA,"DF,MF",Hellas Verona,20-070,2003,7.2,1.81,1.25,0.97,0.56,0.28,1.11,2.92,1.53,0
Nadir Zortea,it ITA,"DF,MF",Atalanta,23-304,1999,2.5,4,2,1.2,2.8,0,0,4,1.6,0
James Abankwah,ie IRL,DF,Udinese,19-093,2004,0.1,10,10,0,10,0,0,10,0,0
Francesco Acerbi,it ITA,DF,Inter,35-068,1988,20.3,1.33,0.74,0.84,0.3,0.2,1.43,2.76,2.91,0
Ola Aina,ng NGA,DF,Torino,26-193,1996,9,1.67,1.22,0.56,0.78,0.33,1,2.67,2.89,0
Emanuel Aiwum,at AUT,DF,Cremonese,22-115,2000,15.9,2.96,1.76,1.76,1.07,0.13,1.51,4.47,3.14,0.13
Kelvin Amian,fr FRA,DF,Spezia,25-070,1998,19.7,2.13,1.32,1.22,0.51,0.41,1.07,3.2,3.25,0.05
Bruno Amione,ar ARG,DF,Hellas Verona,21-106,2002,0.6,1.67,1.67,1.67,0,0,0,1.67,6.67,0
Bruno Amione,ar ARG,DF,Sampdoria,21-106,2002,17.8,2.42,1.57,1.69,0.73,0,1.18,3.6,2.58,0.06
Valentin Antov,bg BUL,DF,Monza,22-161,2000,3.2,1.88,1.56,0.94,0.94,0,0.63,2.5,3.13,0.31
Tommaso Augello,it ITA,DF,Sampdoria,28-232,1994,26,0.58,0.46,0.42,0.08,0.08,0.38,0.96,1.73,0.04
Kaan Ayhan,tr TUR,DF,Sassuolo,28-160,1994,6.1,1.64,0.66,0.98,0.66,0,0.82,2.46,4.26,0.16
Jaime Báez,uy URU,DF,Cremonese,27-359,1995,1.1,3.64,1.82,2.73,0,0.91,0,3.64,1.82,0.91
Fodé Ballo-Touré,sn SEN,DF,Milan,26-106,1997,4.2,2.62,1.43,1.43,1.19,0,0.24,2.86,0.71,0
Tommaso Barbieri,it ITA,DF,Juventus,20-236,2002,0.6,3.33,3.33,3.33,0,0,0,3.33,3.33,0
Federico Baschirotto,it ITA,DF,Lecce,26-211,1996,29,0.97,0.72,0.86,0.1,0,1.14,2.1,5.34,0
Alessandro Bastoni,it ITA,DF,Inter,24-006,1999,19.8,1.87,0.91,0.91,0.61,0.35,1.01,2.88,1.77,0
Brian Bayeye,fr FRA,DF,Torino,22-293,2000,0.6,5,0,5,0,0,1.67,6.67,3.33,0
Rodrigo Becão,br BRA,DF,Udinese,27-090,1996,22.7,2.73,1.32,2.03,0.57,0.13,0.79,3.52,2.51,0.04
Marco Benassi,it ITA,DF,Fiorentina,28-223,1994,1,3,3,2,0,1,1,4,1,0
Bartosz Bereszyński,pl POL,DF,Sampdoria,30-281,1992,13.3,2.11,1.35,1.13,0.83,0.15,1.58,3.68,1.88,0
Matteo Bianchetti,it ITA,DF,Cremonese,30-033,1993,20.8,1.54,0.91,1.01,0.43,0.1,0.77,2.31,4.95,0
Jaka Bijol,si SVN,DF,Udinese,24-073,1999,23.4,1.07,0.64,0.85,0.21,0,1.03,2.09,5.94,0
Cristiano Biraghi,it ITA,DF,Fiorentina,30-230,1992,24.2,2.23,1.32,1.07,0.99,0.17,0.54,2.77,1.61,0.04
Samuele Birindelli,it ITA,DF,Monza,23-274,1999,12.7,1.97,1.02,1.18,0.63,0.16,1.1,3.07,1.89,0
Kevin Bonifazi,it ITA,DF,Bologna,26-335,1996,4.6,1.3,0.87,0.87,0.43,0,1.3,2.61,4.57,0
Leonardo Bonucci,it ITA,DF,Juventus,35-353,1987,7.7,0.65,0.52,0.13,0.52,0,1.17,1.82,3.12,0
Domagoj Bradarić,hr CRO,DF,Salernitana,23-130,1999,20.1,0.85,0.6,0.45,0.3,0.1,0.9,1.74,1.69,0
Gleison Bremer,br BRA,DF,Juventus,26-032,1997,25.4,0.98,0.63,0.79,0.16,0.04,1.38,2.36,4.33,0.08
Dylan Bronn,tn TUN,DF,Salernitana,27-304,1995,16.3,1.9,0.98,1.04,0.8,0.06,1.1,3.01,3.01,0.06
Alessandro Buongiorno,it ITA,DF,Torino,23-317,1999,22.2,1.26,0.77,0.77,0.5,0,2.03,3.29,3.29,0.09
Juan Cabal,co COL,DF,Hellas Verona,22-101,2001,1.9,1.58,1.58,1.58,0,0,1.58,3.16,2.63,0
Liberato Cacace,nz NZL,DF,Empoli,22-204,2000,4.4,4.32,1.59,2.27,1.36,0.68,0.91,5.23,2.5,0
Davide Calabria,it ITA,DF,Milan,26-134,1996,13.3,4.14,2.33,1.88,1.8,0.45,1.5,5.64,2.03,0
Mattia Caldara,it ITA,DF,Spezia,28-349,1994,13.9,1.65,1.01,0.72,0.79,0.14,1.15,2.81,6.33,0.14
Luca Caldirola,it ITA,DF,Monza,32-077,1991,19.8,0.91,0.4,0.56,0.2,0.15,0.96,1.87,2.37,0
Andrea Cambiaso,it ITA,DF,Bologna,23-058,2000,18,2.33,1.33,1.28,0.94,0.11,1.17,3.5,1.5,0.06
Andrea Carboni,it ITA,DF,Monza,22-074,2001,1.9,1.58,1.05,1.05,0,0.53,1.58,3.16,1.05,0.53
Franco Carboni,it ITA,DF,Monza,20-015,2003,0.6,1.67,1.67,1.67,0,0,1.67,3.33,0,0
Carlos,br BRA,DF,Monza,24-102,1999,26.3,1.83,1.03,1.06,0.53,0.23,0.65,2.47,2.4,0.04
Nicolò Casale,it ITA,DF,Lazio,25-064,1998,20.6,1.7,0.83,1.02,0.68,0,0.63,2.33,2.57,0
Tommaso Cassandro,it ITA,DF,Lecce,23-100,2000,0.1,10,10,0,10,0,0,10,0,0
Pietro Ceccaroni,it ITA,DF,Lecce,27-119,1995,0.3,0,0,0,0,0,10,10,3.33,0
Federico Ceccherini,it ITA,DF,Hellas Verona,30-343,1992,13.4,1.49,1.12,0.82,0.6,0.07,1.12,2.61,3.51,0
Zeki Çelik,tr TUR,DF,Roma,26-061,1997,12.1,2.73,1.32,1.32,1.24,0.17,1.07,3.8,2.48,0.08
Vlad Chiricheș,ro ROU,DF,Cremonese,33-156,1989,8.1,3.33,1.85,2.47,0.74,0.12,1.98,5.31,3.7,0
Omar Colley,gm GAM,DF,Sampdoria,30-177,1992,15.4,1.1,0.65,0.65,0.45,0,1.43,2.53,4.48,0.06
Andrea Conti,it ITA,DF,Sampdoria,29-048,1994,0.3,0,0,0,0,0,0,0,0,0
Diego Coppola,it ITA,DF,Hellas Verona,19-112,2003,11.7,1.79,1.28,1.03,0.77,0,1.11,2.91,2.91,0
Danilo D'Ambrosio,it ITA,DF,Inter,34-222,1988,3.1,4.19,2.26,3.23,0.65,0.32,1.94,6.13,2.26,0
Flavius Daniliuc,at AUT,DF,Salernitana,21-357,2001,19.1,2.36,1.2,1.57,0.68,0.1,1.2,3.56,3.61,0
Danilo,br BRA,DF,Juventus,31-278,1991,28.4,2.32,1.48,1.55,0.6,0.18,1.27,3.59,3.24,0.04
Matteo Darmian,it ITA,DF,Inter,33-138,1989,18.9,2.43,1.32,1.16,0.63,0.63,1.01,3.44,1.48,0
Paweł Dawidowicz,pl POL,DF,Hellas Verona,27-334,1995,14.6,2.88,1.85,1.71,0.96,0.21,1.23,4.11,3.56,0
Mattia De Sciglio,it ITA,DF,Juventus,30-181,1992,11.2,1.07,0.54,0.54,0.27,0.27,0.36,1.43,1.61,0
Lorenzo De Silvestri,it ITA,DF,Bologna,34-331,1988,6,0.33,0.33,0.17,0,0.17,0.33,0.67,2.83,0
Koni De Winter,be BEL,DF,Empoli,20-311,2002,11.4,1.23,0.79,0.96,0.26,0,0.53,1.75,5.7,0
Merih Demiral,tr TUR,DF,Atalanta,25-045,1998,16.6,2.35,1.63,1.75,0.6,0,1.33,3.67,3.31,0.06
Fabio Depaoli,it ITA,DF,Hellas Verona,25-360,1997,18.3,1.97,1.15,1.2,0.55,0.22,0.66,2.62,1.37,0.11
Kastriot Dermaku,al ALB,DF,Lecce,31-094,1992,0.4,0,0,0,0,0,0,0,0,0
Sergiño Dest,us USA,DF,Milan,22-167,2000,3.7,3.24,1.62,0.81,1.35,1.08,1.08,4.32,0.54,0
Giovanni Di Lorenzo,it ITA,DF,Napoli,29-258,1993,29.9,1.67,0.84,0.97,0.5,0.2,0.8,2.47,1.74,0
Federico Dimarco,it ITA,DF,Inter,25-160,1997,18.8,1.33,1.01,0.32,0.74,0.27,0.8,2.13,1.06,0
Koffi Djidji,ci CIV,DF,Torino,30-140,1992,21.7,1.89,0.97,1.29,0.55,0.05,1.29,3.18,2.81,0
Berat Djimsiti,al ALB,DF,Atalanta,30-059,1993,12.4,1.94,1.13,1.29,0.65,0,1.61,3.55,3.71,0.08
Dodô,br BRA,DF,Fiorentina,24-153,1998,21.5,1.49,0.84,0.7,0.56,0.23,1.02,2.51,1.58,0
Josh Doig,sct SCO,DF,Hellas Verona,20-336,2002,14.5,1.24,0.48,0.34,0.48,0.41,0.69,1.93,0.83,0.07
Giulio Donati,it ITA,DF,Monza,33-073,1990,4.4,0.91,0.23,0.23,0.23,0.45,0.91,1.82,1.82,0
Denzel Dumfries,nl NED,DF,Inter,27-001,1996,20.3,1.33,0.64,0.59,0.54,0.2,0.59,1.92,1.08,0
Festy Ebosele,ie IRL,DF,Udinese,20-260,2002,2.7,4.07,2.96,2.22,1.85,0,0.37,4.44,1.48,0
Enzo Ebosse,cm CMR,DF,Udinese,24-039,1999,10.3,1.46,0.87,1.07,0.39,0,1.07,2.52,2.82,0
Tyronne Ebuehi,ng NGA,DF,Empoli,27-124,1995,14.6,1.03,0.62,0.41,0.41,0.21,0.48,1.51,3.49,0.07
Kingsley Ehizibue,nl NED,DF,Udinese,27-329,1995,14.2,2.82,1.83,1.62,0.77,0.42,0.7,3.52,2.39,0.07
Martin Erlic,hr CRO,DF,Sassuolo,25-085,1998,20.9,0.96,0.48,0.67,0.24,0.05,1.24,2.2,4.64,0.05
Davide Faraoni,it ITA,DF,Hellas Verona,31-176,1991,11.2,1.96,1.25,0.89,0.89,0.18,0.8,2.77,2.05,0
Federico Fazio,ar ARG,DF,Salernitana,36-033,1987,11.9,1.26,1.01,0.67,0.59,0,2.35,3.61,5.13,0
Alex Ferrari,it ITA,DF,Sampdoria,28-292,1994,9.6,0.94,0.52,0.73,0.21,0,1.98,2.92,2.6,0
Alex Ferrari,it ITA,DF,Cremonese,28-292,1994,8.3,3.61,2.17,3.13,0.48,0,2.29,5.9,3.98,0.12
Salvador Ferrer,es ESP,DF,Spezia,25-088,1998,1.1,1.82,0.91,0,1.82,0,0.91,2.73,1.82,0
Alessandro Florenzi,it ITA,DF,Milan,32-039,1991,2.2,2.73,1.82,1.36,0.91,0.45,1.36,4.09,0.91,0
Matteo Gabbia,it ITA,DF,Milan,23-180,1999,6.8,2.5,1.47,1.76,0.74,0,0.74,3.24,4.26,0
Antonino Gallo,it ITA,DF,Lecce,23-104,2000,20.9,2.3,1.44,1.44,0.48,0.38,0.53,2.82,2.39,0
Federico Gatti,it ITA,DF,Juventus,24-299,1998,10,1,0.7,0.7,0.2,0.1,1.4,2.4,4,0.1
Valentin Gendrey,fr FRA,DF,Lecce,22-302,2000,28,2.61,1.61,1.71,0.64,0.25,1.21,3.82,2.54,0
Paolo Ghiglione,it ITA,DF,Cremonese,26-076,1997,6.8,1.91,1.32,1.32,0.44,0.15,0.59,2.5,1.62,0
Mario Gila,es ESP,DF,Lazio,22-233,2000,1,3,1,3,0,0,3,6,3,0
Robin Gosens,de GER,DF,Inter,28-288,1994,9.9,2.83,1.52,1.21,0.81,0.81,2.12,4.95,1.21,0
Andrew Gravillon,gp GLP,DF,Torino,25-070,1998,3.3,0.91,0.91,0,0.91,0,2.73,3.64,4.55,0
Koray Günter,de GER,DF,Hellas Verona,28-246,1994,11.1,0.9,0.54,0.09,0.72,0.09,2.7,3.6,4.14,0
Norbert Gyömbér,sk SVK,DF,Salernitana,30-290,1992,15.6,1.6,1.22,1.22,0.32,0.06,1.99,3.59,4.68,0
Hans Hateboer,nl NED,DF,Atalanta,29-100,1994,15.5,1.35,0.84,0.71,0.52,0.13,0.77,2.13,1.61,0
Jack Hendry,sct SCO,DF,Cremonese,27-347,1995,2.4,0,0,0,0,0,0.42,0.42,2.92,0
Theo Hernández,fr FRA,DF,Milan,25-195,1997,24.3,1.6,0.91,0.99,0.58,0.04,0.53,2.14,0.99,0.04
Isak Hien,se SWE,DF,Hellas Verona,24-096,1999,21.3,2.68,1.22,1.97,0.7,0,1.03,3.71,3.24,0.05
Emil Holm,se SWE,DF,Spezia,22-341,2000,15.5,1.68,0.97,0.84,0.52,0.32,0.58,2.26,2.65,0
Petko Hristov,bg BUL,DF,Spezia,24-049,1999,4.1,1.46,0.98,0.49,0.98,0,0.98,2.44,2.93,0
Elseid Hysaj,al ALB,DF,Lazio,29-058,1994,16,1.75,0.88,1.06,0.44,0.25,0.88,2.63,2.25,0
Roger Ibanez,br BRA,DF,Roma,24-147,1998,25.3,2.29,1.11,1.26,0.91,0.12,2.09,4.39,3.36,0.04
Igor,br BRA,DF,Fiorentina,25-071,1998,18.1,1.77,1.05,0.88,0.66,0.22,1.1,2.87,2.6,0.11
Ardian Ismajli,al ALB,DF,Empoli,26-201,1996,19.6,1.89,1.48,1.12,0.77,0,1.22,3.11,5.41,0
Armando Izzo,it ITA,DF,Monza,31-048,1992,19.9,2.86,1.96,1.71,1.06,0.1,1.86,4.72,3.37,0
Juan Jesus,br BRA,DF,Napoli,31-313,1991,7.9,1.52,1.01,0.89,0.51,0.13,0.76,2.28,3.04,0
Pierre Kalulu,fr FRA,DF,Milan,22-318,2000,24.6,1.95,1.34,1.1,0.73,0.12,1.42,3.37,1.95,0.04
Rick Karsdorp,nl NED,DF,Roma,28-067,1995,7.9,2.66,1.65,1.39,0.89,0.38,0.89,3.54,1.9,0.13
Denso Kasius,nl NED,DF,Bologna,20-195,2002,3.8,3.16,1.58,1.84,1.05,0.26,0.79,3.95,1.58,0
Jakub Kiwior,pl POL,DF,Spezia,23-063,2000,16,1.38,1.06,0.94,0.44,0,1.5,2.88,4.44,0.06
Simon Kjær,dk DEN,DF,Milan,34-024,1989,8.4,1.31,0.6,0.71,0.6,0,0.95,2.26,2.62,0.12
Marash Kumbulla,al ALB,DF,Roma,23-070,2000,2.7,1.48,1.48,0.74,0.74,0,1.48,2.96,2.22,0
Valentino Lazaro,at AUT,DF,Torino,27-026,1996,12.8,0.78,0.39,0.47,0,0.31,0.16,0.94,1.64,0
Manuel Lazzari,it ITA,DF,Lazio,29-141,1993,16.4,1.65,1.04,0.61,0.79,0.24,0.79,2.44,1.71,0.06
Diego Llorente,es ESP,DF,Roma,29-246,1993,3.4,0.88,0.29,0.29,0.59,0,1.18,2.06,2.65,0
Luka Lochoshvili,ge GEO,DF,Cremonese,24-325,1998,15.6,2.5,1.03,1.79,0.51,0.19,1.15,3.65,3.97,0
Matteo Lovato,it ITA,DF,Salernitana,23-064,2000,5,1.8,1.4,1.4,0.4,0,1.4,3.2,3.6,0.4
Jhon Lucumí,co COL,DF,Bologna,24-297,1998,25.2,1.79,1.19,1.31,0.44,0.04,1.15,2.94,3.61,0.04
José Luis Palomino,ar ARG,DF,Atalanta,33-104,1990,7.8,2.44,1.41,1.67,0.77,0,3.33,5.77,2.44,0
Sebastiano Luperto,it ITA,DF,Empoli,26-225,1996,27,1,0.59,0.74,0.26,0,1.19,2.19,4.96,0.04
Charalambos Lykogiannis,gr GRE,DF,Bologna,29-179,1993,11.9,1.26,0.59,0.34,0.5,0.42,1.26,2.52,2.52,0
Giangiacomo Magnani,it ITA,DF,Hellas Verona,27-197,1995,11,2.09,1.45,1.36,0.64,0.09,1.64,3.73,5.09,0
Gianluca Mancini,it ITA,DF,Roma,27-002,1996,26.2,1.22,0.57,0.92,0.27,0.04,1.49,2.71,2.18,0
Riccardo Marchizza,it ITA,DF,Sassuolo,25-024,1998,2,1,1,0.5,0.5,0,0.5,1.5,3,0
Gian Marco Ferrari,it ITA,DF,Sassuolo,31-063,1992,20.1,1.04,0.75,0.5,0.5,0.05,1.04,2.09,3.68,0.15
Pablo Marí,es ESP,DF,Monza,29-231,1993,21.6,1.25,0.56,1.06,0.19,0,0.88,2.13,4.07,0.14
Marlon,br BRA,DF,Monza,27-224,1995,14.2,2.04,1.13,1.13,0.92,0,1.27,3.31,3.03,0
Luca Marrone,it ITA,DF,Monza,33-022,1990,1.5,0,0,0,0,0,0,0,2.67,0.67
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,26-344,1996,19.6,3.47,1.99,1.94,1.43,0.1,1.94,5.41,3.62,0.05
Adam Marušić,me MNE,DF,Lazio,30-184,1992,27.3,1.32,1.03,0.7,0.48,0.15,1.25,2.56,1.98,0.04
Adam Masina,ma MAR,DF,Udinese,29-107,1994,5.6,0.89,0.71,0.36,0.54,0,1.79,2.68,3.39,0.18
Pasquale Mazzocchi,it ITA,DF,Salernitana,27-266,1995,15.8,1.52,0.76,1.08,0.19,0.25,0.57,2.09,1.58,0.13
Yıldırım Mert Çetin,tr TUR,DF,Lecce,26-108,1997,0.2,5,0,5,0,0,5,10,5,0
Nikola Milenković,rs SRB,DF,Fiorentina,25-189,1997,19.2,1.51,0.94,0.78,0.57,0.16,1.04,2.55,3.18,0
Kim Min-jae,kr KOR,DF,Napoli,26-155,1996,28.2,1.7,0.89,1.03,0.64,0.04,1.17,2.87,3.83,0.04
Salvatore Molina,it ITA,DF,Monza,31-108,1992,2.5,2.4,2,0.8,1.6,0,0.4,2.8,0.8,0
Mert Müldür,tr TUR,DF,Sassuolo,24-016,1999,0.1,0,0,0,0,0,0,0,0,0
Jeison Murillo,co COL,DF,Sampdoria,30-327,1992,10.3,1.94,1.07,1.36,0.58,0,0.68,2.62,3.01,0
Nicola Murru,it ITA,DF,Sampdoria,28-124,1994,6.1,2.95,1.8,1.8,0.98,0.16,0.98,3.93,2.95,0
Dimitris Nikolaou,gr GRE,DF,Spezia,24-249,1998,26.3,1.33,0.95,0.99,0.3,0.04,0.84,2.17,2.51,0
Bram Nuytinck,nl NED,DF,Udinese,32-350,1990,4.3,1.63,0.93,0.7,0.93,0,1.16,2.79,5.12,0
Bram Nuytinck,nl NED,DF,Sampdoria,32-350,1990,12.4,3.31,2.34,2.18,1.13,0,1.53,4.84,5.48,0
Marios Oikonomou,gr GRE,DF,Sampdoria,30-195,1992,0.2,0,0,0,0,0,0,0,5,0
Caleb Okoli,it ITA,DF,Atalanta,21-280,2001,9.4,2.23,1.81,1.49,0.64,0.11,2.77,5,4.36,0.32
Mathías Olivera,uy URU,DF,Napoli,25-170,1997,11.4,2.19,1.14,0.79,0.96,0.44,1.4,3.6,1.93,0
Fabiano Parisi,it ITA,DF,Empoli,22-161,2000,25.5,2.04,1.06,1.22,0.63,0.2,1.22,3.25,2.71,0
Patric,es ESP,DF,Lazio,30-002,1993,12.9,1.01,0.62,0.62,0.23,0.16,0.78,1.78,3.49,0.08
Luca Pellegrini,it ITA,DF,Lazio,24-043,1999,0.1,0,0,0,0,0,0,0,0,0
Nehuén Pérez,ar ARG,DF,Udinese,22-299,2000,24.3,2.43,1.23,1.73,0.62,0.08,1.15,3.58,3.7,0.04
Giuseppe Pezzella,it ITA,DF,Lecce,25-141,1997,9.1,2.31,0.99,1.76,0.22,0.33,0.66,2.97,2.97,0.11
Lorenzo Pirola,it ITA,DF,Salernitana,21-058,2002,14.6,1.99,1.71,1.16,0.82,0,1.71,3.7,4.04,0.07
Marin Pongračić,hr CRO,DF,Lecce,25-220,1997,8.8,1.82,1.59,0.91,0.8,0.11,1.82,3.64,3.52,0
Stefan Posch,at AUT,DF,Bologna,25-340,1997,21.9,3.11,1.64,1.6,1.05,0.46,1.37,4.47,2.65,0
Giacomo Quagliata,it ITA,DF,Cremonese,23-059,2000,6.3,1.43,1.11,1.11,0,0.32,1.59,3.02,1.11,0
Luca Ranieri,it ITA,DF,Fiorentina,23-361,1999,3.3,1.82,0.61,1.21,0.61,0,1.82,3.64,3.33,0.3
Andrea Ranocchia,it ITA,DF,Monza,35-062,1988,0.5,6,2,2,4,0,0,6,14,0
Arkadiusz Reca,pl POL,DF,Spezia,27-306,1995,18.2,1.92,1.15,1.04,0.49,0.38,1.21,3.13,2.42,0
Panagiotis Retsos,gr GRE,DF,Hellas Verona,24-253,1998,1.4,3.57,2.86,1.43,1.43,0.71,1.43,5,2.14,0
Ricardo Rodríguez,ch SUI,DF,Torino,30-237,1992,22.7,1.98,1.19,1.19,0.57,0.22,1.28,3.26,2.16,0
Rogério,br BRA,DF,Sassuolo,25-096,1998,26.3,1.22,0.72,0.72,0.27,0.23,1.1,2.32,2.28,0
Alessio Romagnoli,it ITA,DF,Lazio,28-097,1995,25.7,1.21,0.54,0.74,0.47,0,1.01,2.22,3.54,0
Simone Romagnoli,it ITA,DF,Lecce,33-069,1990,0.3,3.33,3.33,0,3.33,0,0,3.33,6.67,0
Amir Rrahmani,xk KVX,DF,Napoli,29-054,1994,21.2,1.37,0.71,0.9,0.47,0,0.61,1.98,3.07,0.05
Ruan,br BRA,DF,Sassuolo,23-316,1999,13.3,2.03,1.43,1.43,0.53,0.08,1.2,3.23,4.81,0.15
Daniele Rugani,it ITA,DF,Juventus,28-264,1994,3.9,1.54,0,1.28,0.26,0,1.03,2.56,4.62,0
Mário Rui,pt POR,DF,Napoli,31-327,1991,18.6,1.67,1.08,0.86,0.59,0.22,0.81,2.47,1.29,0.05
Junior Sambia,fr FRA,DF,Salernitana,26-224,1996,6.5,1.69,0.77,0.92,0.62,0.15,0.62,2.31,2.46,0.15
Alex Sandro,br BRA,DF,Juventus,32-083,1991,17.2,1.45,0.81,0.64,0.7,0.12,0.76,2.21,3.31,0
Giorgio Scalvini,it ITA,DF,Atalanta,19-129,2003,18.8,2.29,1.17,1.38,0.59,0.32,1.91,4.2,2.29,0.05